state,taxon,taxon_full,n_nonzero,mean_abund,alpha_hat,theta_hat,ks_stat_gamma,ks_p_gamma,ks_stat_exp,gamma_better
control,s__Akkermansia_muciniphila,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila,208,2.7211678846153853,0.3340210763856251,8.146695154870452,0.0982143029953228,0.03372281979699976,0.36082885739430626,True
control,s__Eubacterium_siraeum,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Eubacterium_siraeum,218,2.422578807339449,0.4388375146260788,5.520446011557743,0.07644299500080887,0.14855939878686375,0.2557490180483523,True
control,s__Bacteroides_eggerthii,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii,127,3.9540340944881893,0.4036891948523286,9.794748397797948,0.12795357042350824,0.028468505006069122,0.34475584983989327,True
control,s__Bacteroides_xylanisolvens,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens,279,1.7088935125448028,0.6612652718322349,2.5842783302528467,0.09582195785234532,0.011100474575562388,0.1315711489387946,True
control,s__Bacteroides_fragilis,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis,187,2.4900215508021386,0.3724286882404151,6.685901568341983,0.13106204571989533,0.0029205493890181885,0.2879758352433247,True
control,s__Barnesiella_intestinihominis,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_intestinihominis,188,2.394807659574468,1.0495698074061957,2.2817040302376475,0.06262034753341905,0.4347075173023006,0.058537301342256653,False
control,s__Bacteroides_cellulosilyticus,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus,161,2.671514161490683,0.5002259277985579,5.34061513614006,0.05049685495026543,0.7868926514668647,0.19999662932704076,True
control,s__Ruminococcus_bromii,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii,184,2.2390614130434785,0.4366579661324641,5.127723725906421,0.20354196760033239,3.680941947286009e-07,0.379336035461406,True
control,s__Bacteroides_massiliensis,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis,142,2.627072464788732,0.8086531342165008,3.248701270828669,0.097908847258244,0.12288610870229777,0.12070764160554026,True
control,s__Roseburia_inulinivorans,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans,345,0.8079168985507247,0.4970551423373646,1.6254069815102525,0.10757342006398973,0.0006242253088322127,0.2307442739416619,True
control,s__Oscillibacter_sp_57_20,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_57_20,250,1.0590948800000002,0.8202336786159303,1.2912111604428709,0.046108761565753165,0.645224114144973,0.046023253056982516,False
control,s__Flavonifractor_plautii,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_plautii,350,0.6905113714285714,0.41983301245134913,1.6447286205455054,0.1343551845495079,5.6951142838971554e-06,0.3257178322206759,True
control,s__Lachnospira_pectinoschiza,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_pectinoschiza,179,1.3442087150837991,0.5818505251169139,2.310230303244465,0.033370209841592155,0.9846809661847402,0.13770072750034676,True
control,s__Escherichia_coli,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli,194,1.2001047938144331,0.3323103565582908,3.6113975087740666,0.1623162169457918,6.207408638768439e-05,0.40002774004322234,True
control,s__Eubacterium_eligens,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens,305,0.7174929836065573,0.6916879615074643,1.0373073170781426,0.05266756655045135,0.3536566056130416,0.12713864294461819,True
control,s__Bacteroides_finegoldii,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii,136,1.5427958088235292,0.6720520582142882,2.2956492580692296,0.10694695474489174,0.08272015914499664,0.14235668025303538,True
control,s__Ruminococcus_bicirculans,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bicirculans,263,0.7481764258555132,0.470720953925816,1.5894266435681623,0.08042364376986749,0.06299172687446275,0.24878072755783515,True
control,s__Odoribacter_splanchnicus,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus,273,0.717546227106227,1.9932875272318735,0.35998129587591443,0.07221648953395868,0.11039249042971777,0.1910103098581656,True
control,s__Bacteroides_faecis,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis,137,1.1096224087591242,0.5566741805191701,1.9933067628972103,0.10099211413427506,0.11406811583979415,0.1712487213652305,True
control,s__Eubacterium_sp_CAG_38,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_38,235,0.6285397872340426,0.41688891177986703,1.5076913045025653,0.11951262753164715,0.0022093508970432107,0.3256786248428748,True
control,s__Roseburia_hominis,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis,352,0.41786670454545455,0.481333008517601,0.8681447088625636,0.10439277404022407,0.0008565758134539826,0.26415598625993986,True
control,s__Parasutterella_excrementihominis,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis,275,0.5142355272727273,0.39426758721047295,1.304280503784379,0.11224716548505942,0.0017900186153871696,0.3326600644630314,True
control,s__Fusicatenibacter_saccharivorans,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans,372,0.3578449731182795,0.8393616021737248,0.4263299300224785,0.0682616750798779,0.05956160496305363,0.08485072244561442,True
control,s__Ruminococcus_gnavus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus,188,0.689266329787234,0.3269145491082929,2.1083990653438596,0.17447467852316245,1.782101156274684e-05,0.4087290799922143,True
UC,s__Bacteroides_vulgatus,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus,396,20.810996717171715,0.6425301577612628,32.38913608301668,0.12218145605554365,1.3075962444969912e-05,0.10295636661517438,False
UC,s__Bacteroides_uniformis,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis,374,12.232559144385025,0.8752519038304428,13.9760440289825,0.04748858709032183,0.35666261097123175,0.037160167613489725,False
UC,s__Faecalibacterium_prausnitzii,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii,426,9.151424436619719,0.9574003175252263,9.558618551824942,0.0351950069314938,0.6536107472778966,0.0387453719204327,True
UC,s__Bacteroides_stercoris,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris,274,9.392218430656934,0.6099251648238676,15.398968549476379,0.10465577298926976,0.0045675258325815786,0.1299683571149552,True
UC,s__Prevotella_copri,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri,98,25.58309163265306,0.2610794062288019,97.98969594037162,0.15140662783207903,0.019953496513841706,0.3692600288925676,True
UC,s__Bacteroides_dorei,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei,193,8.352967720207255,0.45622366452897173,18.308931275696274,0.07185750760836812,0.25922697335148526,0.2574646637175227,True
UC,s__Bacteroides_ovatus,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus,375,4.1004485866666665,0.6994586944531518,5.862316987670678,0.05882974848984879,0.14332691775000395,0.11571819823425311,True
UC,s__Bacteroides_fragilis,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis,213,5.92467957746479,0.41209873824894594,14.376844740266428,0.09563995823760307,0.037958661376720215,0.25803558656076464,True
UC,s__Eubacterium_rectale,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Eubacterium_rectale,347,3.461987089337176,0.5889369756079984,5.878365992835038,0.07803660680269042,0.02764691393089891,0.19827724617904974,True
UC,s__Parabacteroides_distasonis,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis,351,3.3272360398860394,0.9043794309647964,3.679026662886978,0.03208913289941362,0.8510546603009986,0.04884703375536753,True
UC,s__Roseburia_faecis,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis,239,4.775247698744768,0.48311668934694857,9.88425323331242,0.04343040131169529,0.7412209275589555,0.2052139552638529,True
UC,s__Roseburia_intestinalis,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis,297,3.6245547474747477,0.37223188923735484,9.737356879607752,0.11341735169823552,0.0008762200492208139,0.34146823269530946,True
UC,s__Bacteroides_caccae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae,269,3.563653791821561,0.899909631264569,3.9600129479821784,0.07215410020680707,0.11566325189738902,0.06075065059632684,False
UC,s__Alistipes_putredinis,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis,191,4.438602513089005,0.5195083538583717,8.543852048044364,0.05844246967219391,0.5128523930513496,0.15316763054114024,True
UC,s__Bacteroides_thetaiotaomicron,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron,322,2.4405333229813664,0.4354128017477597,5.605102360759707,0.06407338350075442,0.13609793477449195,0.20541528389710684,True
UC,s__Parabacteroides_merdae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae,270,2.163332,0.7815527200925826,2.76799241354279,0.05434294643790105,0.38868499839599147,0.06908590665877351,True
UC,s__Escherichia_coli,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli,229,2.0747879912663754,0.3207038786095209,6.469482066328774,0.19795314538957576,2.4388735964229136e-08,0.4570402573944075,True
UC,s__Eubacterium_eligens,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens,297,1.4210591245791244,0.6229326678635927,2.281240329637524,0.06430519331237794,0.16414479358835765,0.14220169109954478,True
UC,s__Flavonifractor_plautii,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_plautii,382,0.822228062827225,0.6621206287671404,1.241810067688425,0.06611445671971239,0.06775521552313735,0.15512131481097668,True
UC,s__Alistipes_finegoldii,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii,228,1.275515701754386,0.3793802580817935,3.3621035216845363,0.09295600462352005,0.036409856691546616,0.3062016381992383,True
UC,s__Bacteroides_finegoldii,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii,98,2.681305306122449,0.5189404846235262,5.166884036938544,0.08652545046593202,0.4311927601099461,0.2044990405263636,True
UC,s__Anaerostipes_hadrus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus,330,0.7848995454545454,0.5305068527561152,1.4795276279218579,0.07251903781295688,0.05913360165966297,0.20730717249545472,True
UC,s__Eubacterium_siraeum,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Eubacterium_siraeum,135,1.8611155555555556,0.35396850849019934,5.2578563090085915,0.13535560362196053,0.012825069297732639,0.36415832597443615,True
UC,s__Bacteroides_xylanisolvens,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens,206,1.1963412621359224,0.392272595848867,3.0497701720587265,0.10252171023394918,0.024446672495581634,0.30941978816608934,True
UC,s__Bifidobacterium_adolescentis,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis,154,1.4319903246753245,0.4051424831548841,3.534535093738568,0.13793361353720007,0.00511445669303939,0.35344226536862156,True
UC,s__Roseburia_inulinivorans,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans,309,0.7002446601941748,0.5739707201433737,1.22000066487583,0.06377426515405604,0.15507740159098438,0.1898919618867243,True
UC,s__Lachnospira_pectinoschiza,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_pectinoschiza,156,1.3306083974358975,0.7345835129332041,1.8113779767840912,0.09801468728992135,0.09330111494513427,0.1442583434084863,True
UC,s__Fusicatenibacter_saccharivorans,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans,296,0.6554449324324325,0.6462482094539094,1.0142309453921652,0.0927538376567163,0.011471253981318461,0.17979408185431983,True
UC,s__Parasutterella_excrementihominis,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis,273,0.6773832967032967,0.5938695257562698,1.1406264630950296,0.10128975819886132,0.006842684824001653,0.18837673668092958,True
UC,s__Barnesiella_intestinihominis,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_intestinihominis,108,1.6761850925925927,0.5731404015317795,2.924562791443087,0.05681157292764949,0.8569277523039887,0.16662137162246995,True
UC,s__Collinsella_aerofaciens,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens,259,0.6947981853281855,0.43648101982127685,1.5918176364522796,0.10627887546410242,0.005307878992955436,0.2826328207500622,True
UC,s__Bacteroides_massiliensis,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis,140,1.272900857142857,0.837057260068549,1.5206855228023655,0.07714534271898443,0.3570251279662646,0.06665890262407481,False
UC,s__Bacteroides_cellulosilyticus,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus,123,1.3411134959349593,0.4291232373964546,3.1252409076508325,0.1265030855337536,0.03560645643225757,0.31817224096719443,True
UC,s__Dorea_longicatena,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena,300,0.5064897,0.6681189281931326,0.7580831475164995,0.09912047193480134,0.005109870941459648,0.15808789993372752,True
UC,s__Proteobacteria_bacterium_CAG_139,k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified|o__Proteobacteria_unclassified|f__Proteobacteria_unclassified|g__Proteobacteria_unclassified|s__Proteobacteria_bacterium_CAG_139,247,0.5161665991902833,0.44246045261325423,1.1665824507969171,0.0820427733924739,0.06796350364798187,0.2724456751293658,True
UC,s__Oscillibacter_sp_57_20,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_57_20,175,0.7136041142857141,0.6190035208211799,1.152827230027764,0.06457682579985546,0.4404655696488887,0.1495297611640666,True
UC,s__Veillonella_parvula,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula,164,0.7264425609756097,0.2767100783032658,2.625284071436859,0.22612043908820056,7.518998589478174e-08,0.5259881573135128,True
UC,s__Eubacterium_sp_CAG_38,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_38,183,0.6257730601092896,0.5866632787728274,1.0666647849824031,0.11218716597944933,0.018394699685742304,0.21667757808306648,True
UC,s__Ruminococcus_bromii,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii,91,1.235353956043956,0.6645398008954199,1.8589615766872125,0.04214518674050238,0.9948867077082737,0.1262756566827437,True
UC,s__Roseburia_hominis,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis,233,0.4734781545064377,0.4686426282942838,1.0103181527249319,0.09567229880189243,0.02623144313698489,0.26672650156785027,True
CD,s__Bacteroides_vulgatus,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus,599,22.252079883138563,0.5128089981901904,43.392530087558484,0.1973563908579431,6.410394175962823e-21,0.13789769050415152,False
CD,s__Bacteroides_uniformis,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis,590,12.918991169491525,0.8100789823101939,15.947816758125208,0.08694379829105522,0.00024938866013514004,0.0474135929675945,False
CD,s__Faecalibacterium_prausnitzii,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii,639,8.307913208137716,0.8541307678620188,9.726746208819192,0.03628313551010706,0.3608252639666325,0.03129563522420087,False
CD,s__Bacteroides_stercoris,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris,349,11.511785787965616,0.4324980060574312,26.616968463981706,0.08821205169969681,0.008203969838540782,0.20462114479296414,True
CD,s__Bacteroides_dorei,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei,273,11.500511941391942,0.3208491264720618,35.84398707220217,0.10028409593065479,0.00765188469195333,0.3675507521905601,True
CD,s__Bacteroides_fragilis,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis,418,6.321136052631579,0.46153640341292634,13.695855854248185,0.045919032369446666,0.3313107835238036,0.2256622754867382,True
CD,s__Bacteroides_ovatus,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus,557,3.6592987791741476,0.524008502627439,6.983281303310923,0.04239656547070658,0.2619104807516829,0.188913603220405,True
CD,s__Parabacteroides_distasonis,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis,510,3.9556735490196075,0.7083661817237031,5.584221340711195,0.09952061593535388,7.532036541490502e-05,0.14006414953711277,True
CD,s__Alistipes_putredinis,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis,404,4.979427772277228,0.6859392100096027,7.259284350004601,0.1625541673556128,8.533781468772829e-10,0.11369431879802966,False
CD,s__Bacteroides_caccae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae,456,4.354377697368421,0.8623246106893283,5.049580683876808,0.07391723528528121,0.013000302525183359,0.05636725722211733,False
CD,s__Eubacterium_rectale,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Eubacterium_rectale,537,3.290454897579143,0.42827151019269594,7.683104804470043,0.053742230664323654,0.08668714367954622,0.2568662829090478,True
CD,s__Escherichia_coli,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli,376,4.121737127659574,0.2780256757780614,14.825023322485578,0.15529714770279873,2.194161055960423e-08,0.46959596644088675,True
CD,s__Roseburia_intestinalis,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis,362,4.250513066298343,0.3428567055408296,12.397345589591113,0.11620805476033458,0.00010253984110277013,0.37065200385777974,True
